masdar,screeve,subject,conjugation
აღება,Present,2nd plural,იღებთ
აღება,Present,3rd plural,იღებენ
აღება,Aorist,1st singular,ავიღე
აღება,Aorist,2nd singular,აიღე
აღება,Aorist,3rd singular,აიღო
აღება,Aorist,1st plural,ავიღეთ
აღება,Aorist,2nd plural,აიღეთ
აღება,Aorist,3rd plural,აიღეს
გახდა,Present,1st singular,ვიხდი
გახდა,Present,2nd singular,იხდი
გახდა,Present,3rd singular,იხდის
გახდა,Present,1st plural,ვიხდით
გახდა,Present,2nd plural,იხდით
გახდა,Present,3rd plural,იხდიან
გახდა,Aorist,1st singular,გავიხდე
გახდა,Aorist,2nd singular,გაიხდე
გახდა,Aorist,3rd singular,გაიხადა
გახდა,Aorist,1st plural,გავიხდეთ
გახდა,Aorist,2nd plural,გაიხდეთ
გახდა,Aorist,3rd plural,გაიხადეს
საუბარი,Present,1st singular,ვსაუბრობ
საუბარი,Present,2nd singular,საუბრობ
საუბარი,Present,3rd singular,საუბრობს
საუბარი,Present,1st plural,ვსაუბრობთ
საუბარი,Present,2nd plural,საუბრობთ
საუბარი,Present,3rd plural,საუბრობენ
გასინჯვა,Present,1st singular,ვსინჯავ
გასინჯვა,Present,2nd singular,სინჯავ
გასინჯვა,Present,3rd singular,სინჯავს
გასინჯვა,Present,1st plural,ვსინჯავთ
გასინჯვა,Present,2nd plural,სინჯავთ
გასინჯვა,Present,3rd plural,სინჯავენ
სწავლება,Present,1st singular,ვასწავლი
სწავლება,Present,2nd singular,ასწავლი
სწავლება,Present,3rd singular,ასწავლის
სწავლება,Present,1st plural,ვასწავლით
სწავლება,Present,2nd plural,ასწავლით
სწავლება,Present,3rd plural,ასწავლიან
დქმა,Present,1st singular,ვეუბნები
დქმა,Present,2nd singular,ეუბნები
დქმა,Present,3rd singular,ეუბნება
დქმა,Present,1st plural,ვეუბნებით
დქმა,Present,2nd plural,ეუბნებით
დქმა,Present,3rd plural,ეუბნებიან
დქმა,Future,1st singular,ვეტყვი
დქმა,Future,2nd singular,ეტყვი
დქმა,Future,3rd singular,ეტყვის
დქმა,Future,1st plural,ვეტყვით
დქმა,Future,2nd plural,ეტყით
დქმა,Future,3rd plural,ეტყვიან
ცდუნება,Present,1st singular,ვაცდუნებ
ცდუნება,Present,2nd singular,აცდუნებ
ცდუნება,Present,3rd singular,აცდუნებს
ცდუნება,Present,1st plural,ვაცდუნებთ
ცდუნება,Present,2nd plural,აცდუნებთ
ცდუნება,Present,3rd plural,აცდუნებენ
ცდუნება,Future,1st singular,შევაცდენ
ცდუნება,Future,2nd singular,შეაცდენ
ცდუნება,Future,3rd singular,შეაცდენს
ცდუნება,Future,1st plural,შევაცდენთ
ცდუნება,Future,2nd plural,შეაცდენთ
ცდუნება,Future,3rd plural,შეაცდენენ
ფიქრი,Present,1st singular,ვფიქრობ
ფიქრი,Present,2nd singular,ფიქრობ
ფიქრი,Present,3rd singular,ფიქრობს
ფიქრი,Present,1st plural,ვფიქრობთ
ფიქრი,Present,2nd plural,ფიქრობთ
ფიქრი,Present,3rd plural,ფიქრობენ
დამუქრება,Present,1st singular,ვემუქრები
დამუქრება,Present,2nd singular,ემუქრები
დამუქრება,Present,3rd singular,ემუქრება
დამუქრება,Present,1st plural,ვემუქრებით
დამუქრება,Present,2nd plural,ემუქრებით
დამუქრება,Present,3rd plural,ემუქრებიან
დამუქრება,Aorist,1st singular,დავემუქრე
დამუქრება,Aorist,2nd singular,დაემუქრე
დამუქრება,Aorist,3rd singular,დაემუქრა
დამუქრება,Aorist,1st plural,დავემუქრეთ
დამუქრება,Aorist,2nd plural,დაემუქრეთ
დამუქრება,Aorist,3rd plural,დაემუქრნენ
გადაგდება,Present,1st singular,ვაგდებ
გადაგდება,Present,2nd singular,აგდებ
გადაგდება,Present,3rd singular,აგდებს
გადაგდება,Present,1st plural,ვაგდებთ
გადაგდება,Present,2nd plural,აგდებთ
გადაგდება,Present,3rd plural,აგდებენ
გადაგდება,Aorist,1st singular,გადავაგდე
გადაგდება,Aorist,2nd singular,გადააგდე
გადაგდება,Aorist,3rd singular,გადააგდო
გადაგდება,Aorist,1st plural,გადავაგდეთ
გადაგდება,Aorist,2nd plural,გადააგდეთ
გადაგდება,Aorist,3rd plural,გადააგდეს
დალაგება,Present,1st singular,ვალაგებ
დალაგება,Present,2nd singular,ალაგებ
დალაგება,Present,3rd singular,ალაგებს
დალაგება,Present,1st plural,ვალაგებთ
დალაგება,Present,2nd plural,ალაგებთ
დალაგება,Present,3rd plural,ალაგებენ
მოჭერა,Present,1st singular,ვუჭერ
მოჭერა,Present,2nd singular,უჭერ
მოჭერა,Present,3rd singular,უჭერს
მოჭერა,Present,1st plural,ვუჭერთ
მოჭერა,Present,2nd plural,უჭერთ
მოჭერა,Present,3rd plural,უჭერენ
მოჭერა,Aorist,1st singular,მოვუჭირე
